1200	181.80214
1200.1362	187.349
1200.2725	196.87016
1200.4086	205.90703
1200.5448	211.12999
1200.681	207.70737
1200.8173	203.64108
1200.9534	197.55006
1201.0896	192.55165
1201.2258	187.83319
1201.3621	186.26624
1201.4982	189.82129
1201.6344	194.21326
1201.7706	197.6637
1201.9069	197.51088
1202.0431	196.72682
1202.1792	193.82576
1202.3154	190.72047
1202.4517	187.69762
1202.5879	188.30783
1202.724	188.66418
1202.8602	188.47235
1202.9965	186.46072
1203.1327	185.71153
1203.2689	185.68971
1203.405	185.72533
1203.5413	190.19643
1203.6775	195.14095
1203.8137	200.09642
1203.9498	196.04141
1204.0861	191.12273
1204.2223	186.50299
1204.3585	185.51575
1204.4946	184.6261
1204.6309	184.21906
1204.7671	187.67601
1204.9033	191.79286
1205.0396	195.88004
1205.1757	194.99442
1205.3119	193.48529
1205.4481	191.69374
1205.5844	195.32196
1205.7205	199.99536
1205.8567	204.80183
1205.9929	203.02702
1206.1292	199.99696
1206.2654	195.56215
1206.4015	191.93045
1206.5377	188.54254
1206.674	186.14619
1206.8102	186.43459
1206.9463	187.41057
1207.0825	190.73552
1207.2188	195.07089
1207.355	198.42682
1207.4911	197.59521
1207.6273	198.0293
1207.7635	199.40144
1207.8998	202.91283
1208.036	205.3472
1208.1721	207.54137
1208.3083	210.23485
1208.4446	210.04298
1208.5808	209.69112
1208.7169	207.97992
1208.8531	206.3333
1208.9894	204.53287
1209.1256	203.77812
1209.2618	203.81364
1209.3979	203.89731
1209.5342	202.0175
1209.6704	196.68156
1209.8066	190.07048
1209.9427	186.38698
1210.079	189.99596
1210.2152	195.29752
1210.3514	200.39879
1210.4875	204.76007
1210.6238	209.50325
1210.76	212.53822
1210.8962	210.42517
1211.0325	206.63371
1211.1686	202.81436
1211.3048	201.05132
1211.441	199.9772
1211.5773	202.05244
1211.7134	207.71078
1211.8496	214.00752
1211.9858	217.23106
1212.1221	218.00439
1212.2583	218.12346
1212.3944	218.78906
1212.5306	217.93044
1212.6669	217.41429
1212.8031	216.99675
1212.9392	217.53526
1213.0754	217.65697
1213.2117	218.66672
1213.3479	222.24872
1213.484	225.8979
1213.6202	229.88754
1213.7565	232.67516
1213.8927	235.38788
1214.0289	235.32156
1214.165	234.20245
1214.3013	233.5728
1214.4375	235.62215
1214.5737	235.43497
1214.7098	234.44353
1214.8461	231.74454
1214.9823	229.63359
1215.1185	227.22639
1215.2546	224.21524
1215.3909	221.3566
1215.5271	219.69884
1215.6633	219.60078
1215.7996	219.01747
1215.9357	217.54057
1216.0719	216.64987
1216.2081	219.43288
1216.3444	222.65683
1216.4805	224.8479
1216.6167	225.10156
1216.7529	225.78674
1216.8892	225.52965
1217.0254	224.96501
1217.1615	223.25461
1217.2977	222.24821
1217.434	224.17226
1217.5702	227.37039
1217.7063	231.13831
1217.8425	230.10167
1217.9788	228.70738
1218.115	228.52835
1218.2511	230.57141
1218.3873	231.61794
1218.5236	229.03139
1218.6598	225.02335
1218.796	222.27116
1218.9321	221.56151
1219.0684	223.19417
1219.2046	224.47607
1219.3408	225.28107
1219.4769	229.19701
1219.6132	234.03865
1219.7494	241.37039
1219.8856	247.19685
1220.0219	251.57251
1220.158	253.37994
1220.2942	252.6472
1220.4304	252.79135
1220.5667	253.39511
1220.7028	254.12508
1220.839	253.91658
1220.9752	253.28839
1221.1115	250.94873
1221.2476	248.63702
1221.3838	245.95302
1221.52	242.36078
1221.6563	238.09732
1221.7925	233.42865
1221.9286	232.43517
1222.0648	234.01646
1222.201	236.27594
1222.3373	241.35347
1222.4734	245.72147
1222.6096	251.45122
1222.7458	255.38954
1222.8821	258.99164
1223.0183	261.79346
1223.1544	262.16385
1223.2906	260.29971
1223.4269	257.72723
1223.5631	256.51627
1223.6992	257.62152
1223.8354	258.97894
